Autor1,Autor2,Evento
Alessandra Cardoso Figueredo,Wanderson Alexandre da Silva Quinto,WEI
Cibele Da Silva Alves,Wanderson Alexandre da Silva Quinto,WEI
Cristiano André da Costa,Mateus Schmitz da Silveira,SBCUP
Cristiano André da Costa,Rodolfo Stoffel Antunes,SBCUP
Mateus Schmitz da Silveira,Rodolfo Stoffel Antunes,SBCUP
Daniel Carlos Guimarães Pedronette,Lucas Pascotti Valem,CTD
Atílio Gomes Luiz,Davi Gomes Florencio,ETC
Esdras Bispo Jr.,Franciny Barreto,WEI
Esdras Bispo Jr.,Rafael Andrade,WEI
Franciny Barreto,Rafael Andrade,WEI
Anna Beatriz Marques,Gabriel Aires,WASHES
Flávio de Almeida Andrade Lico,Gilberto Pereira da Silva,WEI
Flávio de Almeida Andrade Lico,Marco Antonio Augusto de Andrade,WEI
Gilberto Pereira da Silva,Marco Antonio Augusto de Andrade,WEI
Cintia Sonale Rebonatto,Cássio Eckstein,SBCUP
Cintia Sonale Rebonatto,Marcelo Trindade Rebonatto,SBCUP
Cássio Eckstein,Marcelo Trindade Rebonatto,SBCUP
Adriano Fiorese,Kauã B. Hopfer,SEMISH
Fabíola Pantoja O. Araújo,Geisiane S. Matos,WIT
Fabíola Pantoja O. Araújo,Maria Roselene A. Lima,WIT
Fabíola Pantoja O. Araújo,Sara M. Silva,WIT
Geisiane S. Matos,Maria Roselene A. Lima,WIT
Geisiane S. Matos,Sara M. Silva,WIT
Maria Roselene A. Lima,Sara M. Silva,WIT
Alexandre Aragão,Ariel Teles,WASHES
Alexandre Aragão,Arlindo da Conceição,WASHES
Alexandre Aragão,Davi Viana,WASHES
Alexandre Aragão,Francisco Silva,WASHES
Alexandre Aragão,Inaldo Costa,WASHES
Alexandre Aragão,Luis Rivero,WASHES
Alexandre Aragão,Tercio Sousa,WASHES
Ariel Teles,Arlindo da Conceição,WASHES
Ariel Teles,Davi Viana,WASHES
Ariel Teles,Francisco Silva,WASHES
Ariel Teles,Inaldo Costa,WASHES
Ariel Teles,Luis Rivero,WASHES
Ariel Teles,Tercio Sousa,WASHES
Arlindo da Conceição,Davi Viana,WASHES
Arlindo da Conceição,Francisco Silva,WASHES
Arlindo da Conceição,Inaldo Costa,WASHES
Arlindo da Conceição,Luis Rivero,WASHES
Arlindo da Conceição,Tercio Sousa,WASHES
Davi Viana,Francisco Silva,WASHES
Davi Viana,Inaldo Costa,WASHES
Davi Viana,Luis Rivero,WASHES
Davi Viana,Tercio Sousa,WASHES
Francisco Silva,Inaldo Costa,WASHES
Francisco Silva,Luis Rivero,WASHES
Francisco Silva,Tercio Sousa,WASHES
Inaldo Costa,Luis Rivero,WASHES
Inaldo Costa,Tercio Sousa,WASHES
Luis Rivero,Tercio Sousa,WASHES
Ernane Martins,Luís Gouveia,WEI
Leandro de C. Santos,Samira S. da Silva,WEI
Leandro de C. Santos,Sincler P. de Meireles,WEI
Samira S. da Silva,Sincler P. de Meireles,WEI
Allan Mori,Italo Santos,WEI
Allan Mori,Simone R. S. Souza,WEI
Italo Santos,Simone R. S. Souza,WEI
Alexandre Pereira do Carmo,Clebeson Canuto dos Santos,SBCUP
Alexandre Pereira do Carmo,Felippe Mendonça de Queiroz,SBCUP
Alexandre Pereira do Carmo,Leonardo de Assis Silva,SBCUP
Alexandre Pereira do Carmo,Raquel Frizera Vassallo,SBCUP
Clebeson Canuto dos Santos,Felippe Mendonça de Queiroz,SBCUP
Clebeson Canuto dos Santos,Leonardo de Assis Silva,SBCUP
Clebeson Canuto dos Santos,Raquel Frizera Vassallo,SBCUP
Felippe Mendonça de Queiroz,Leonardo de Assis Silva,SBCUP
Felippe Mendonça de Queiroz,Raquel Frizera Vassallo,SBCUP
Leonardo de Assis Silva,Raquel Frizera Vassallo,SBCUP
Deivid Eive Silva,Marialina Corrêa Sobrinho,WEI
Deivid Eive Silva,Natasha Malveira C. Valentim,WEI
Marialina Corrêa Sobrinho,Natasha Malveira C. Valentim,WEI
Adriana Paula Zamim Scherer,Filipo Novo Mór,WEI
Fábio Luiz Usberti,Matheus Diógenes Andrade,ETC
Claudio Schepke,Natiele Lucca,WPerformance
Helton Maia,Mateus Eloi da Silva Bastos,SEMISH
Helton Maia,Richardson Santiago Teles de Menezes,SEMISH
Helton Maia,Vitor Yeso Fidelis Freitas,SEMISH
Mateus Eloi da Silva Bastos,Richardson Santiago Teles de Menezes,SEMISH
Mateus Eloi da Silva Bastos,Vitor Yeso Fidelis Freitas,SEMISH
Richardson Santiago Teles de Menezes,Vitor Yeso Fidelis Freitas,SEMISH
Ana Paula Marques Barbosa,Diego Jonathan Hoss,ENCompIF
Ana Paula Marques Barbosa,Gil Eduardo Andrade,ENCompIF
Diego Jonathan Hoss,Gil Eduardo Andrade,ENCompIF
Edio Roberto Manfio,Fábio Carlos Moreno,SEMISH
Igor C. Sodré,Pedro B. Pio,WEI
Igor C. Sodré,Vinicius R. P. Borges,WEI
Pedro B. Pio,Vinicius R. P. Borges,WEI
Renata Viegas de Figueiredo,Tanara Lauschner,WIT
André Pinheiro,Cleidson de Souza,SEMISH
André Pinheiro,Fernando Figueira Filho,SEMISH
André Pinheiro,Leandro de Almeida Melo,SEMISH
André Pinheiro,Nelson Tenório Jr.,SEMISH
Cleidson de Souza,Fernando Figueira Filho,SEMISH
Cleidson de Souza,Leandro de Almeida Melo,SEMISH
Cleidson de Souza,Nelson Tenório Jr.,SEMISH
Fernando Figueira Filho,Leandro de Almeida Melo,SEMISH
Fernando Figueira Filho,Nelson Tenório Jr.,SEMISH
Leandro de Almeida Melo,Nelson Tenório Jr.,SEMISH
Alana Araujo,Carlos Silva,WEI
Alana Araujo,Geraldo Braz Junior,WEI
Alana Araujo,Kennedy Nunes,WEI
Alana Araujo,Luis Rivero,WEI
Alana Araujo,Maikon Costa,WEI
Alana Araujo,Nathasha Pinto,WEI
Alana Araujo,Simara Rocha,WEI
Carlos Silva,Geraldo Braz Junior,WEI
Carlos Silva,Kennedy Nunes,WEI
Carlos Silva,Luis Rivero,WEI
Carlos Silva,Maikon Costa,WEI
Carlos Silva,Nathasha Pinto,WEI
Carlos Silva,Simara Rocha,WEI
Geraldo Braz Junior,Kennedy Nunes,WEI
Geraldo Braz Junior,Luis Rivero,WEI
Geraldo Braz Junior,Maikon Costa,WEI
Geraldo Braz Junior,Nathasha Pinto,WEI
Geraldo Braz Junior,Simara Rocha,WEI
Kennedy Nunes,Luis Rivero,WEI
Kennedy Nunes,Maikon Costa,WEI
Kennedy Nunes,Nathasha Pinto,WEI
Kennedy Nunes,Simara Rocha,WEI
Luis Rivero,Maikon Costa,WEI
Luis Rivero,Nathasha Pinto,WEI
Luis Rivero,Simara Rocha,WEI
Maikon Costa,Nathasha Pinto,WEI
Maikon Costa,Simara Rocha,WEI
Nathasha Pinto,Simara Rocha,WEI
Alana Araujo,Estephane Mendes,WEI
Alana Araujo,Giovanna Pavani,WEI
Alana Araujo,Karla Silva,WEI
Alana Araujo,Katia Salles,WEI
Alana Araujo,Luis Rivero,WEI
Alana Araujo,Nathasha Pinto,WEI
Alana Araujo,Raimundo Neto,WEI
Estephane Mendes,Giovanna Pavani,WEI
Estephane Mendes,Karla Silva,WEI
Estephane Mendes,Katia Salles,WEI
Estephane Mendes,Luis Rivero,WEI
Estephane Mendes,Nathasha Pinto,WEI
Estephane Mendes,Raimundo Neto,WEI
Giovanna Pavani,Karla Silva,WEI
Giovanna Pavani,Katia Salles,WEI
Giovanna Pavani,Luis Rivero,WEI
Giovanna Pavani,Nathasha Pinto,WEI
Giovanna Pavani,Raimundo Neto,WEI
Karla Silva,Katia Salles,WEI
Karla Silva,Luis Rivero,WEI
Karla Silva,Nathasha Pinto,WEI
Karla Silva,Raimundo Neto,WEI
Katia Salles,Luis Rivero,WEI
Katia Salles,Nathasha Pinto,WEI
Katia Salles,Raimundo Neto,WEI
Luis Rivero,Nathasha Pinto,WEI
Luis Rivero,Raimundo Neto,WEI
Nathasha Pinto,Raimundo Neto,WEI
Marcelo S. Loutfi,Nathielly de S. Campos,WEI
Marcelo S. Loutfi,Reinaldo V. Alvares,WEI
Nathielly de S. Campos,Reinaldo V. Alvares,WEI
Adriano H. Braga,Letícia S. Camargo,WIT
Adriano H. Braga,Maria Alice N. Silva,WIT
Adriano H. Braga,Natália C. Louzada,WIT
Adriano H. Braga,Ramayane B. Braga,WIT
Adriano H. Braga,Thalia S. Santana,WIT
Letícia S. Camargo,Maria Alice N. Silva,WIT
Letícia S. Camargo,Natália C. Louzada,WIT
Letícia S. Camargo,Ramayane B. Braga,WIT
Letícia S. Camargo,Thalia S. Santana,WIT
Maria Alice N. Silva,Natália C. Louzada,WIT
Maria Alice N. Silva,Ramayane B. Braga,WIT
Maria Alice N. Silva,Thalia S. Santana,WIT
Natália C. Louzada,Ramayane B. Braga,WIT
Natália C. Louzada,Thalia S. Santana,WIT
Ramayane B. Braga,Thalia S. Santana,WIT
Márcio A. Miranda,Simone S. Sidnei,WIT
Márcio A. Miranda,Suelen M. de Paula,WIT
Simone S. Sidnei,Suelen M. de Paula,WIT
Amanda Meincke Melo,Aíla Maciel,WIT
Amanda Meincke Melo,Ketrin Diovana Alves Rodrigues Vargas,WIT
Amanda Meincke Melo,Letícia Gindri,WIT
Amanda Meincke Melo,Marina Braun Otokovieski,WIT
Amanda Meincke Melo,Patrícia Araújo de Oliveira,WIT
Amanda Meincke Melo,Raniely dos Anjos,WIT
Aíla Maciel,Ketrin Diovana Alves Rodrigues Vargas,WIT
Aíla Maciel,Letícia Gindri,WIT
Aíla Maciel,Marina Braun Otokovieski,WIT
Aíla Maciel,Patrícia Araújo de Oliveira,WIT
Aíla Maciel,Raniely dos Anjos,WIT
Ketrin Diovana Alves Rodrigues Vargas,Letícia Gindri,WIT
Ketrin Diovana Alves Rodrigues Vargas,Marina Braun Otokovieski,WIT
Ketrin Diovana Alves Rodrigues Vargas,Patrícia Araújo de Oliveira,WIT
Ketrin Diovana Alves Rodrigues Vargas,Raniely dos Anjos,WIT
Letícia Gindri,Marina Braun Otokovieski,WIT
Letícia Gindri,Patrícia Araújo de Oliveira,WIT
Letícia Gindri,Raniely dos Anjos,WIT
Marina Braun Otokovieski,Patrícia Araújo de Oliveira,WIT
Marina Braun Otokovieski,Raniely dos Anjos,WIT
Patrícia Araújo de Oliveira,Raniely dos Anjos,WIT
Ana Moura,Barbara Duarte,WIT
Ana Moura,Mirella Moro,WIT
Barbara Duarte,Mirella Moro,WIT
Aleteia Patricia Araujo,Maristela Holanda,WIT
Aleteia Patricia Araujo,Thayanna Klysnney Moreira Nunes,WIT
Maristela Holanda,Thayanna Klysnney Moreira Nunes,WIT
Maria do Socorro Vieira Barreto,Thales Francisco Mota Carvalho,WIT
Maria do Socorro Vieira Barreto,Vívian Ludimila Aguiar Santos,WIT
Thales Francisco Mota Carvalho,Vívian Ludimila Aguiar Santos,WIT
Marjory Abreu,Monica Pereira,WIT
Andréa Sabedra Bordin,Isadora Garcia Ferrão,WIT
Andréa Sabedra Bordin,Kalinka R. L. J. C. Branco,WIT
Isadora Garcia Ferrão,Kalinka R. L. J. C. Branco,WIT
Ana Flávia C. Moura,Ana Luiza C. Lorens,WIT
Ana Flávia C. Moura,Bárbara D. Duarte,WIT
Ana Flávia C. Moura,Juliana Espíndola Botelho,WIT
Ana Flávia C. Moura,Mirella M. Moro,WIT
Ana Luiza C. Lorens,Bárbara D. Duarte,WIT
Ana Luiza C. Lorens,Juliana Espíndola Botelho,WIT
Ana Luiza C. Lorens,Mirella M. Moro,WIT
Bárbara D. Duarte,Juliana Espíndola Botelho,WIT
Bárbara D. Duarte,Mirella M. Moro,WIT
Juliana Espíndola Botelho,Mirella M. Moro,WIT
Aline Mello,Fláva Amim,WIT
Aline Mello,Jaqueline Moura,WIT
Aline Mello,Karina Fernandes,WIT
Aline Mello,Ketrin Vargas,WIT
Fláva Amim,Jaqueline Moura,WIT
Fláva Amim,Karina Fernandes,WIT
Fláva Amim,Ketrin Vargas,WIT
Jaqueline Moura,Karina Fernandes,WIT
Jaqueline Moura,Ketrin Vargas,WIT
Karina Fernandes,Ketrin Vargas,WIT
Cesar D. P. Crovato,Cristiano A. da Costa,SBCUP
Cesar D. P. Crovato,Luis A. Z. Pozenato,SBCUP
Cesar D. P. Crovato,Rodrigo R. Righi,SBCUP
Cesar D. P. Crovato,Vinícius F. Rodrigues,SBCUP
Cristiano A. da Costa,Luis A. Z. Pozenato,SBCUP
Cristiano A. da Costa,Rodrigo R. Righi,SBCUP
Cristiano A. da Costa,Vinícius F. Rodrigues,SBCUP
Luis A. Z. Pozenato,Rodrigo R. Righi,SBCUP
Luis A. Z. Pozenato,Vinícius F. Rodrigues,SBCUP
Rodrigo R. Righi,Vinícius F. Rodrigues,SBCUP
Ewerton Andrade,Matheus Dias Vieira,ENCompIF
Caciele Catiussa Ibarro Barbosa Lara,Dariane Abich,ENCompIF
Caciele Catiussa Ibarro Barbosa Lara,Rafael Parizi,ENCompIF
Dariane Abich,Rafael Parizi,ENCompIF
Alexandre Rossi Paschoal,Bruno Henrique Ribeiro da Fonseca,CTD
Alexandre Rossi Paschoal,Douglas Silva Domingues,CTD
Bruno Henrique Ribeiro da Fonseca,Douglas Silva Domingues,CTD
Carlos Storck,Efrem Lousada,SBCUP
Carlos Storck,Fátima Duarte-Figueiredo,SBCUP
Carlos Storck,Guilherme Silva,SBCUP
Carlos Storck,Raquel Mini,SBCUP
Efrem Lousada,Fátima Duarte-Figueiredo,SBCUP
Efrem Lousada,Guilherme Silva,SBCUP
Efrem Lousada,Raquel Mini,SBCUP
Fátima Duarte-Figueiredo,Guilherme Silva,SBCUP
Fátima Duarte-Figueiredo,Raquel Mini,SBCUP
Guilherme Silva,Raquel Mini,SBCUP
